user_id,transaction_date,city,region,product_category,sale_amount,price,subscription,age,store_id,status,email,username,raw_timestamp
1783,2023-10-24,Dallas,South,Books,985.84,438.75,Free,52,STORE_020,Pending,user1783@example.com,user_1783,2023-10-09 00:00:00
1696,2024-08-28,Dallas,South,Food,674.63,471.09,Enterprise,51,STORE_016,Active,user1696@example.com,user_1696,2024-03-02 00:00:00
1978,2023-11-04,Philadelphia,East,Beauty,858.97,116.55,Basic,64,STORE_018,,user1978@example.com,user_1978,2023-03-01 00:00:00
1176,2024-03-02,Dallas,South,Food,455.29,44.14,Enterprise,31,STORE_009,Inactive,user1176@example.com,user_1176,2023-07-15 00:00:00
1630,2024-01-22,Dallas,South,Electronics,907.96,108.4,Premium,28,STORE_019,,user1630@example.com,user_1630,2023-08-05T00:00:00Z
1229,2023-05-01,San Diego,West,Toys,328.4,123.47,Basic,60,STORE_020,Inactive,user1229@example.com,user_1229,2024-10-26 00:00:00
1920,2023-09-25,San Antonio,South,Home,211.1,163.52,Enterprise,45,STORE_004,,user1920@example.com,user_1920,2023-08-15 00:00:00
1008,2023-01-17,San Antonio,South,Sports,835.03,193.02,Enterprise,34,STORE_005,Inactive,user1008@example.com,user_1008,2024-12-02 00:00:00
1524,2024-05-15,San Diego,West,Toys,192.21,275.54,Enterprise,26,STORE_012,Inactive,user1524@example.com,user_1524,2023-03-02 00:00:00
1234,2023-03-18,Dallas,South,Electronics,226.53,79.76,Premium,42,STORE_005,Inactive,user1234@example.com,user_1234,2024-10-15 00:00:00
1632,2024-09-23,New York,East,Toys,534.12,10.87,Enterprise,17,STORE_001,,user1632@example.com,user_1632,2023-01-18 00:00:00
1720,2024-12-15,Phoenix,West,Beauty,531.19,100.01,Basic,22,STORE_004,,user1720@example.com,user_1720,2024-02-11 00:00:00
1578,2024-02-20,San Diego,West,Toys,657.2,424.69,Basic,60,STORE_008,Pending,user1578@example.com,user_1578,2023-04-06 00:00:00
1662,2024-01-22,San Jose,West,Toys,648.46,423.44,Premium,56,STORE_001,Inactive,user1662@example.com,user_1662,08/04/2023 00:00
1827,2023-02-13,Dallas,South,Books,687.58,462.46,Basic,60,STORE_019,,user1827@example.com,user_1827,2024-11-04 00:00:00
1007,2023-11-19,Philadelphia,East,Electronics,568.32,153.14,Basic,53,STORE_005,,user1007@example.com,user_1007,24/11/2024 00:00
1569,2023-12-06,Chicago,Midwest,Beauty,106.71,176.2,Basic,60,STORE_003,,user1569@example.com,user_1569,2024-09-11 00:00:00
1980,2024-09-01,Philadelphia,East,Beauty,941.73,181.13,Free,17,STORE_009,,user1980@example.com,user_1980,2024-11-07 00:00:00
1348,2024-09-25,Phoenix,West,Sports,786.05,193.1,Basic,61,STORE_003,Active,user1348@example.com,user_1348,2024-01-05 00:00:00
1738,2023-01-06,New York,East,Sports,454.36,97.76,Enterprise,39,STORE_009,Active,user1738@example.com,user_1738,2023-01-27 00:00:00
1975,2024-07-21,Los Angeles,West,Clothing,727.6,390.69,Free,40,STORE_001,Pending,user1975@example.com,user_1975,2023-09-06 00:00:00
1173,2023-06-23,Phoenix,West,Beauty,175.54,77.24,Basic,24,STORE_009,Pending,user1173@example.com,user_1173,2023-03-20 00:00:00
1925,2023-09-10,Phoenix,West,Toys,338.9,474.67,Basic,45,STORE_004,Inactive,user1925@example.com,user_1925,2023-12-04 00:00:00
1164,2024-03-16,Philadelphia,East,Food,404.26,92.93,Free,36,STORE_020,Inactive,user1164@example.com,user_1164,2024-10-10 00:00:00
1771,2024-08-12,San Antonio,South,Books,207.8,466.37,Free,40,STORE_009,,user1771@example.com,user_1771,2024-07-17 00:00:00
1060,2024-04-17,Dallas,South,Books,309.8,73.89,Enterprise,34,STORE_003,,user1060@example.com,user_1060,2024-03-09 00:00:00
1417,2023-03-17,San Jose,West,Toys,694.79,460.59,Enterprise,53,STORE_013,,user1417@example.com,user_1417,2024-01-04 00:00:00
1947,2024-07-03,New York,East,Clothing,567.59,308.28,Premium,65,STORE_008,Pending,user1947@example.com,user_1947,2023-12-06T00:00:00Z
1440,2024-03-16,Chicago,Midwest,Clothing,584.71,261.8,Premium,22,STORE_009,Inactive,user1440@example.com,user_1440,2024-02-05 00:00:00
1742,2024-11-26,Los Angeles,West,Food,95.0,460.67,Free,17,STORE_016,Active,user1742@example.com,user_1742,2023-12-23 00:00:00
1061,2024-04-11,Houston,South,Books,325.72,349.9,Enterprise,38,STORE_016,Active,user1061@example.com,user_1061,2023-04-28 00:00:00
1592,2023-12-18,Los Angeles,West,Clothing,564.25,84.27,Basic,63,STORE_008,,user1592@example.com,user_1592,2024-02-19 00:00:00
1362,2023-07-10,Phoenix,West,Beauty,14.41,217.63,Enterprise,17,STORE_020,Inactive,user1362@example.com,user_1362,2024-12-21 00:00:00
1069,2023-03-06,Phoenix,West,Clothing,864.01,134.86,Basic,39,STORE_011,Inactive,user1069@example.com,user_1069,2024-09-03 00:00:00
1733,2024-02-06,Los Angeles,West,Clothing,802.61,338.43,Free,38,STORE_015,,user1733@example.com,user_1733,2024-11-19 00:00:00
1730,2023-05-01,New York,East,Books,424.06,257.86,Free,23,STORE_006,Pending,user1730@example.com,user_1730,2023-07-10 00:00:00
1197,2024-07-04,San Jose,West,Food,623.22,421.78,Basic,47,STORE_010,Inactive,user1197@example.com,user_1197,2024-05-11 00:00:00
1934,2024-01-29,New York,East,Toys,175.58,224.71,Enterprise,59,STORE_016,,user1934@example.com,user_1934,2023-08-14 00:00:00
1688,2023-10-09,New York,East,Books,554.23,384.13,Free,26,STORE_015,,user1688@example.com,user_1688,2024-07-10 00:00:00
1431,2024-01-11,Los Angeles,West,Electronics,753.83,415.89,Enterprise,50,STORE_007,,user1431@example.com,user_1431,2024-04-05 00:00:00
1464,2023-03-31,New York,East,Toys,357.12,296.02,Premium,65,STORE_008,Inactive,user1464@example.com,user_1464,2023-06-19 00:00:00
1835,2023-07-31,New York,East,Books,330.42,271.69,Premium,52,STORE_012,,user1835@example.com,user_1835,2023-10-01T00:00:00Z
1258,2024-06-10,Portland,Central,Clothing,135.62,434.19,Basic,64,STORE_014,Active,user1258@example.com,user_1258,2024-12-29 00:00:00
1006,2023-09-11,San Diego,West,Beauty,84.76,190.71,Enterprise,25,STORE_019,Pending,user1006@example.com,user_1006,2024-02-17 00:00:00
1962,2023-10-12,Philadelphia,East,Home,,,Enterprise,47,STORE_011,,user1962@example.com,user_1962,2024-04-14 00:00:00
1133,2024-12-15,Houston,South,Home,499.77,413.3,Premium,50,STORE_013,Inactive,user1133@example.com,user_1133,2024-07-14 00:00:00
1596,2024-08-02,San Antonio,South,Toys,464.99,393.03,Free,59,STORE_002,Active,user1596@example.com,user_1596,2024-03-27 00:00:00
1923,2024-03-14,Houston,South,Books,102.41,438.91,Basic,57,STORE_010,Inactive,user1923@example.com,user_1923,11/11/2024 00:00
1573,2023-06-19,San Diego,West,Electronics,104.23,50.14,Enterprise,56,STORE_010,Inactive,user1573@example.com,user_1573,2024-08-30 00:00:00
1089,2024-11-27,New York,East,Toys,140.85,214.05,Premium,16,STORE_011,Active,user1089@example.com,user_1089,2023-04-15 00:00:00
1138,2024-01-12,Dallas,South,Sports,614.22,283.83,Basic,40,STORE_005,Inactive,user1138@example.com,user_1138,2023-08-07 00:00:00
1725,2023-06-05,Chicago,Midwest,Beauty,732.71,65.96,Enterprise,29,STORE_003,Active,user1725@example.com,user_1725,2023-05-24 00:00:00
1124,2024-10-22,Houston,South,Clothing,941.87,146.04,Basic,51,STORE_020,,,user_1124,2023-11-05 00:00:00
1758,2024-09-13,San Antonio,South,Books,504.59,60.81,Enterprise,34,STORE_002,Inactive,user1758@example.com,user_1758,NULL
1769,2023-11-21,Houston,South,Food,476.3,90.52,Enterprise,52,STORE_014,Pending,user1769@example.com,user_1769,2024-08-24 00:00:00
1523,2023-09-26,Dallas,South,Books,769.44,357.75,Premium,19,STORE_013,,user1523@example.com,user_1523,2024-10-17 00:00:00
1256,2024-09-22,San Diego,West,Food,809.98,105.58,Free,21,STORE_010,Active,user1256@example.com,user_1256,2024-10-11 00:00:00
1462,2024-10-27,Los Angeles,West,Clothing,440.14,47.68,Free,60,STORE_014,Inactive,user1462@example.com,user_1462,2023-11-13 00:00:00
1353,2024-11-04,Los Angeles,West,Food,527.78,476.74,Premium,16,STORE_005,Active,user1353@example.com,user_1353,2023-06-20 00:00:00
1493,2023-10-03,Houston,South,Clothing,975.3,135.16,Premium,37,STORE_014,Pending,user1493@example.com,user_1493,2024-06-07 00:00:00
1275,2024-05-26,San Jose,West,Food,124.18,338.69,Free,26,STORE_009,Active,user1275@example.com,,2023-01-13 00:00:00
1068,2024-04-28,Los Angeles,West,Home,743.26,457.4,Enterprise,25,STORE_006,Active,user1068@example.com,user_1068,02/03/2024 00:00
1207,2023-11-24,Los Angeles,West,Sports,187.55,451.46,Premium,52,STORE_012,Active,user1207@example.com,user_1207,2024-02-15 00:00:00
1107,2024-04-21,San Diego,West,Sports,298.68,187.62,Free,36,STORE_003,,user1107@example.com,user_1107,2023-09-06 00:00:00
1070,2024-08-28,Dallas,South,Toys,33.67,466.54,Basic,62,STORE_018,Inactive,user1070@example.com,user_1070,11/12/2024 00:00
1188,2023-12-10,Phoenix,West,Electronics,425.62,491.64,Enterprise,63,STORE_010,Active,user1188@example.com,user_1188,2023-05-26 00:00:00
1201,2023-04-06,Phoenix,West,Electronics,584.96,375.21,Basic,49,STORE_014,Pending,user1201@example.com,user_1201,2024-02-08 00:00:00
1013,2024-08-04,Philadelphia,East,Electronics,926.78,426.2,Enterprise,58,STORE_005,Inactive,user1013@example.com,user_1013,2023-12-01 00:00:00
1757,2023-10-06,Houston,South,Books,455.07,57.3,Premium,28,STORE_005,,user1757@example.com,user_1757,2024-01-02T00:00:00Z
1867,2023-08-01,Houston,South,Toys,311.17,404.76,Free,45,STORE_009,Active,user1867@example.com,user_1867,2023-08-09 00:00:00
1501,2023-12-02,Chicago,Midwest,Food,305.85,29.23,Premium,61,STORE_008,Pending,user1501@example.com,user_1501,19/02/2024 00:00
1881,2024-07-23,San Jose,West,Books,783.15,35.53,Premium,45,STORE_004,Inactive,user1881@example.com,user_1881,2024-02-15 00:00:00
1457,2024-10-07,New York,East,Clothing,811.21,324.76,Free,20,STORE_001,Active,user1457@example.com,user_1457,2023-12-06 00:00:00
1277,2024-04-17,Philadelphia,East,Electronics,432.4,194.45,Basic,52,STORE_014,,user1277@example.com,user_1277,2023-10-09 00:00:00
1321,2023-06-02,Louisville,Central,Electronics,70.37,277.59,Basic,57,STORE_010,,user1321@example.com,user_1321,2023-07-24 00:00:00
1990,2024-06-22,Los Angeles,West,Books,913.55,244.92,Premium,40,STORE_012,,user1990@example.com,user_1990,2023-07-04 00:00:00
1278,2024-09-03,San Diego,West,Books,363.86,238.48,Premium,65,STORE_009,Active,user1278@example.com,user_1278,2023-06-13 00:00:00
1902,2024-11-03,San Diego,West,Books,394.54,491.42,Free,50,STORE_002,Inactive,user1902@example.com,user_1902,2023-06-27 00:00:00
1973,2024-08-29,San Diego,West,Home,567.48,283.99,Free,53,STORE_001,Pending,user1973@example.com,user_1973,2024-05-19 00:00:00
1366,2023-06-29,Dallas,South,Toys,483.21,14.86,Premium,21,STORE_002,Inactive,user1366@example.com,user_1366,2023-05-14 00:00:00
1787,2023-07-01,Chicago,Midwest,Home,119.81,75.12,Premium,17,STORE_005,,user1787@example.com,user_1787,2023-03-16 00:00:00
1587,2024-11-09,Philadelphia,East,Beauty,949.21,82.96,Premium,37,STORE_010,Pending,user1587@example.com,user_1587,2024-10-26 00:00:00
1005,2024-12-25,Los Angeles,West,Home,301.57,368.33,Basic,58,STORE_019,Inactive,user1005@example.com,,2024-12-19T00:00:00Z
1667,2024-02-05,San Jose,West,Electronics,937.32,284.95,Basic,54,STORE_011,,user1667@example.com,user_1667,2023-09-01 00:00:00
1714,2023-11-24,New York,East,Food,,,Premium,61,STORE_011,,user1714@example.com,user_1714,2023-12-25 00:00:00
1828,2023-04-21,Houston,South,Electronics,498.15,442.85,Premium,40,STORE_015,,user1828@example.com,user_1828,2023-04-14 00:00:00
1305,2024-08-14,Houston,South,Books,952.15,162.76,Basic,44,STORE_003,Active,user1305@example.com,user_1305,2024-01-20 00:00:00
1172,2023-03-18,New York,East,Clothing,657.1,218.51,Free,54,STORE_020,,user1172@example.com,user_1172,2023-02-24 00:00:00
1033,2023-07-30,Chicago,Midwest,Books,245.17,144.35,Enterprise,60,STORE_018,,user1033@example.com,user_1033,2024-05-17 00:00:00
1202,2024-01-05,Chicago,Midwest,Electronics,214.88,53.01,Enterprise,21,STORE_010,,user1202@example.com,user_1202,2024-04-29 00:00:00
1097,2023-11-12,Phoenix,West,Beauty,377.31,196.83,Enterprise,47,STORE_009,Active,user1097@example.com,user_1097,2023-02-15 00:00:00
1448,2024-04-21,Houston,South,Sports,105.74,349.75,Basic,33,STORE_019,Active,user1448@example.com,user_1448,NULL
1704,2024-08-26,Los Angeles,West,Books,937.0,345.1,Premium,40,STORE_017,,user1704@example.com,user_1704,2023-11-03 00:00:00
1682,2023-02-05,Houston,South,Food,219.77,87.75,Premium,64,STORE_015,Inactive,user1682@example.com,user_1682,NULL
1741,2024-03-21,San Jose,West,Books,76.34,457.52,Basic,54,STORE_009,Pending,user1741@example.com,user_1741,30/11/2023 00:00
1963,2024-06-16,New York,East,Toys,420.3,212.7,Premium,60,STORE_020,,user1963@example.com,user_1963,2023-04-13T00:00:00Z
1764,2024-07-30,San Diego,West,Clothing,576.3,329.12,Free,50,STORE_012,,user1764@example.com,user_1764,2024-02-17 00:00:00
1490,2024-09-15,Dallas,South,Beauty,,,Premium,41,STORE_011,Inactive,user1490@example.com,user_1490,2024-01-17 00:00:00
1021,2023-11-07,Phoenix,West,Sports,448.68,487.24,Free,47,STORE_004,Inactive,user1021@example.com,user_1021,2024-03-02 00:00:00
1859,2023-04-02,Houston,South,Books,822.81,434.26,Enterprise,29,STORE_014,,user1859@example.com,user_1859,2023-11-15 00:00:00
1719,2024-02-18,Chicago,Midwest,Food,461.88,128.5,Premium,27,STORE_007,Inactive,user1719@example.com,user_1719,2023-10-08 00:00:00
1631,2024-04-20,Chicago,Midwest,Beauty,185.81,299.05,Premium,59,STORE_001,Inactive,user1631@example.com,user_1631,2023-12-25 00:00:00
1178,2023-09-22,Philadelphia,East,Clothing,965.27,288.27,Free,17,STORE_013,Active,user1178@example.com,user_1178,2024-11-24 00:00:00
1199,2024-10-29,Houston,South,Beauty,605.13,325.45,Premium,65,STORE_001,,,user_1199,2023-11-09 00:00:00
1399,2024-12-27,Houston,South,Sports,680.42,236.02,Enterprise,40,STORE_012,,user1399@example.com,user_1399,2023-04-15 00:00:00
1025,2024-11-09,New York,East,Home,644.19,494.24,Free,35,STORE_004,,user1025@example.com,user_1025,2024-12-29T00:00:00Z
1085,2024-10-29,Houston,South,Sports,804.34,403.69,Basic,25,STORE_017,Inactive,user1085@example.com,user_1085,2024-11-28 00:00:00
1890,2023-01-27,Dallas,South,Toys,710.99,22.48,Free,32,STORE_014,,user1890@example.com,user_1890,2024-12-31 00:00:00
1086,2024-07-01,Phoenix,West,Toys,189.32,438.86,Free,48,STORE_010,Inactive,user1086@example.com,user_1086,2023-09-22 00:00:00
1388,2024-07-26,San Jose,West,Food,314.01,373.38,Free,57,STORE_003,Inactive,user1388@example.com,user_1388,2023-09-24 00:00:00
1154,2024-04-19,Philadelphia,East,Clothing,890.53,40.25,Enterprise,19,STORE_019,,user1154@example.com,user_1154,2024-01-26 00:00:00
1268,2024-02-28,Chicago,Midwest,Electronics,907.55,286.85,Basic,24,STORE_007,Pending,user1268@example.com,user_1268,2023-07-04 00:00:00
1713,2024-05-14,San Diego,West,Home,775.81,108.64,Basic,36,STORE_002,Active,user1713@example.com,user_1713,2023-04-01 00:00:00
1653,2024-03-20,Houston,South,Beauty,,,Enterprise,43,STORE_016,,user1653@example.com,user_1653,15/01/2023 00:00
1369,2024-06-27,Phoenix,West,Books,318.97,439.11,Premium,59,STORE_001,Inactive,user1369@example.com,user_1369,2023-11-10 00:00:00
1860,2023-02-16,San Diego,West,Sports,689.91,219.66,Free,45,STORE_017,,user1860@example.com,user_1860,2024-05-16 00:00:00
1810,2023-07-12,Houston,South,Food,736.74,69.95,Enterprise,17,STORE_008,Inactive,user1810@example.com,user_1810,2024-01-11 00:00:00
1825,2023-02-08,San Diego,West,Beauty,,,Free,65,STORE_018,,user1825@example.com,user_1825,2024-10-31 00:00:00
1157,2023-02-19,Houston,South,Clothing,161.6,239.83,Enterprise,44,STORE_013,Active,user1157@example.com,user_1157,2023-11-05 00:00:00
1541,2023-04-14,Houston,South,Sports,122.87,63.28,Basic,42,STORE_004,,user1541@example.com,user_1541,2023-07-24 00:00:00
1536,2024-06-19,San Diego,West,Books,911.25,276.33,Free,61,STORE_014,Pending,user1536@example.com,user_1536,2023-08-29 00:00:00
1617,2024-11-18,Phoenix,West,Clothing,84.3,390.87,Premium,52,STORE_016,Inactive,user1617@example.com,user_1617,2024-10-21 00:00:00
1661,2023-10-31,Philadelphia,East,Sports,366.61,426.86,Enterprise,19,STORE_004,Inactive,user1661@example.com,user_1661,2023-04-29 00:00:00
1064,2023-02-16,San Jose,West,Electronics,625.59,221.67,Basic,58,STORE_006,Pending,user1064@example.com,user_1064,2023-12-17 00:00:00
1818,2024-02-15,San Jose,West,Beauty,798.94,326.18,Enterprise,33,STORE_013,,user1818@example.com,user_1818,NULL
1254,2023-06-13,Phoenix,West,Clothing,385.95,94.72,Enterprise,53,STORE_016,,user1254@example.com,,01/12/2024 00:00
1650,2023-05-14,Phoenix,West,Toys,,,Enterprise,23,STORE_014,,user1650@example.com,user_1650,22/12/2024 00:00
1200,2024-06-21,Chicago,Midwest,Books,256.09,332.55,Free,49,STORE_017,,user1200@example.com,user_1200,2024-01-30 00:00:00
1298,2024-07-25,San Diego,West,Electronics,870.72,426.68,Premium,57,STORE_006,,user1298@example.com,user_1298,2023-09-04 00:00:00
1543,2023-10-12,Philadelphia,East,Electronics,449.75,44.02,Basic,51,STORE_013,,user1543@example.com,user_1543,2024-05-25 00:00:00
1446,2023-05-02,Los Angeles,West,Toys,,,Premium,22,STORE_013,,user1446@example.com,user_1446,2024-09-10T00:00:00Z
1363,2024-10-14,San Jose,West,Sports,230.69,31.87,Basic,57,STORE_015,Pending,user1363@example.com,user_1363,2024-09-26 00:00:00
1534,2024-11-03,San Diego,West,Home,,,Enterprise,23,STORE_004,Inactive,user1534@example.com,user_1534,2023-10-26 00:00:00
1957,2024-01-18,Houston,South,Clothing,415.12,372.54,Premium,26,STORE_016,Inactive,user1957@example.com,user_1957,2023-05-04T00:00:00Z
1814,2024-02-07,Philadelphia,East,Books,636.91,28.02,Enterprise,28,STORE_011,Active,user1814@example.com,user_1814,2024-04-06 00:00:00
1122,2024-08-26,San Antonio,South,Food,589.27,219.24,Enterprise,16,STORE_017,Active,user1122@example.com,user_1122,2023-07-01 00:00:00
1253,2023-06-27,Houston,South,Food,390.82,254.53,Premium,40,STORE_020,,user1253@example.com,user_1253,2023-09-12 00:00:00
1230,2023-12-18,Phoenix,West,Sports,517.17,443.79,Enterprise,24,STORE_005,,user1230@example.com,user_1230,2023-11-18 00:00:00
1454,2024-07-20,Dallas,South,Books,141.35,460.99,Basic,29,STORE_020,Pending,user1454@example.com,user_1454,2023-07-02 00:00:00
1403,2024-12-11,Houston,South,Home,670.49,287.47,Premium,64,STORE_012,,user1403@example.com,user_1403,2024-06-30 00:00:00
1708,2024-03-08,New York,East,Electronics,274.31,33.02,Premium,17,STORE_013,Inactive,user1708@example.com,user_1708,2024-11-30 00:00:00
1210,2023-03-05,Philadelphia,East,Sports,619.95,229.03,Basic,64,STORE_018,Active,user1210@example.com,user_1210,2023-08-18 00:00:00
1389,2024-07-28,San Jose,West,Beauty,957.13,196.84,Basic,48,STORE_010,Active,user1389@example.com,user_1389,2024-07-19 00:00:00
1358,2023-09-15,San Jose,West,Books,778.39,303.68,Enterprise,30,STORE_012,,user1358@example.com,user_1358,NULL
1142,2023-03-18,Houston,South,Food,561.03,217.11,Basic,63,STORE_017,Active,user1142@example.com,user_1142,2023-09-19 00:00:00
1707,2024-04-22,Chicago,Midwest,Food,619.45,466.53,Premium,25,STORE_011,,user1707@example.com,user_1707,2024-08-09 00:00:00
1459,2023-03-16,San Diego,West,Home,547.65,83.89,Basic,27,STORE_017,Active,user1459@example.com,user_1459,2023-08-07 00:00:00
1099,2023-12-06,Philadelphia,East,Home,754.61,282.86,Free,29,STORE_020,,user1099@example.com,user_1099,2023-12-21 00:00:00
