order_id,customer_name,email,product_category,product_name,quantity,unit_price,discount_percent,total_amount,order_date,city,country,payment_method,order_status,rating,discount_price
ORD00095,Isabella Sharma,isabella.sharma406@example.com,Sports,Cricket Bat,2,190.58,,381.16,2023-04-12,Melbourne,Australia,Debit Card,Delivered,5.0,343.04400000000004
ORD00096,Chen Singh,chen.singh481@example.com,Books,Children's Storybook,,44.22,0.0,,2024-07-15,Sharjah,UAE,Net Banking,Delivered,3.0,
ORD00097,Kavya Reddy,kavya.reddy430@example.com,Beauty,Perfume,2,419.16,0.0,838.32,2024-10-09,Brasilia,Brazil,Debit Card,Shipped,1.0,754.488
ORD00098,Ava Wang,ava.wang427@example.com,Clothing,Baseball Cap,9,487.45,0.0,4387.05,2024-02-04,Paris,France,PayPal,Cancelled,4.0,3948.3450000000003
ORD00099,Yuki Sharma,yuki.sharma70@example.com,Home & Kitchen,Coffee Maker,2,386.89,15.0,657.71,2023-05-17,Bengaluru,India,Cash on Delivery,Processing,3.0,591.9390000000001
ORD00100,Sofia Garcia,sofia.garcia491@example.com,Beauty,Shampoo,2,359.44,0.0,718.88,2023-10-28,Berlin,Germany,,Shipped,4.0,646.992
ORD00101,Isabella Williams,isabella.williams835@example.com,Sports,Football,4,146.62,0.0,586.48,2024-11-02,Brisbane,Australia,Credit Card,Processing,4.0,527.832
ORD00102,Yuki Garcia,yuki.garcia396@example.com,Home & Kitchen,Coffee Maker,8,186.84,10.0,1345.25,2023-03-26,Tokyo,Japan,Net Banking,Returned,3.0,1210.7250000000001
ORD00103,Sophia Williams,sophia.williams82@example.com,Home & Kitchen,LED Lamp,8,303.3,25.0,1819.8,2023-12-26,Paris,France,PayPal,Processing,4.0,1637.82
ORD00104,Sara Patel,sara.patel653@example.com,Books,Self-Help Guide,3,476.63,25.0,1072.42,2023-02-05,London,UK,Debit Card,Processing,5.0,965.1780000000001
ORD00105,Vivaan Dubois,vivaan.dubois461@example.com,Home & Kitchen,Blender,2,289.09,20.0,462.54,2023-11-18,Vancouver,Canada,Credit Card,Delivered,5.0,416.286
ORD00106,David Tanaka,david.tanaka121@example.com,Home & Kitchen,Blender,4,498.2,25.0,1494.6,2023-07-24,Los Angeles,USA,,Delivered,5.0,1345.1399999999999
ORD00107,Aditya Zhang,aditya.zhang727@example.com,Electronics,Webcam,3,357.35,0.0,1072.05,2024-01-06,Sao Paulo,Brazil,Credit Card,Shipped,3.0,964.845
ORD00108,Mei Martinez,,Sports,Cycling Helmet,9,69.24,0.0,623.16,2023-11-13,Yokohama,Japan,Cash on Delivery,Cancelled,5.0,560.8439999999999
ORD00109,Aditya Singh,aditya.singh658@example.com,Electronics,Earbuds,9,175.53,0.0,1579.77,2023-05-13,Tokyo,Japan,,Delivered,4.0,1421.7930000000001
ORD00110,Priya Gupta,priya.gupta727@example.com,Clothing,Running Shoes,9,447.99,10.0,3628.72,2023-07-21,Rio de Janeiro,Brazil,Debit Card,Processing,2.0,3265.848
ORD00111,David Gupta,david.gupta595@example.com,Clothing,Denim Jeans,10,172.12,0.0,1721.2,2023-01-30,New York,USA,PayPal,Returned,3.0,1549.0800000000002
ORD00112,Haruto Muller,haruto.muller655@example.com,Electronics,Earbuds,9,148.39,25.0,1001.63,2023-09-08,Kyoto,Japan,Net Banking,Delivered,3.0,901.467
ORD00113,Michael Suzuki,michael.suzuki209@example.com,Home & Kitchen,Storage Jars,6,368.43,20.0,1768.46,2023-05-14,Sydney,Australia,UPI,Shipped,4.0,1591.614
ORD00114,Michael Johnson,michael.johnson52@example.com,Home & Kitchen,Cutlery Set,7,127.89,0.0,895.23,2023-12-02,Sharjah,UAE,UPI,Shipped,5.0,805.707
ORD00115,David Garcia,david.garcia316@example.com,Books,Fiction Novel,7,255.2,5.0,1697.08,2024-08-20,Sydney,Australia,Credit Card,Processing,5.0,1527.372
ORD00116,Kavya Rossi,,Electronics,Smartwatch,5,365.12,15.0,1551.76,2023-02-16,Tokyo,Japan,Cash on Delivery,Returned,5.0,1396.584
ORD00117,Kavya Kumar,kavya.kumar462@example.com,Sports,Cricket Bat,10,341.8,0.0,3418.0,2024-02-08,Brisbane,Australia,Cash on Delivery,Processing,3.0,3076.2000000000003
ORD00118,Ava Silva,ava.silva42@example.com,Electronics,Wireless Mouse,6,402.96,0.0,2417.76,2024-09-12,Sao Paulo,Brazil,UPI,Returned,4.0,2175.9840000000004
ORD00119,Ava Williams,ava.williams520@example.com,Sports,Cycling Helmet,10,153.4,15.0,1303.9,2023-12-06,Houston,USA,Cash on Delivery,Processing,1.0,1173.5100000000002
ORD00120,Ava Martinez,ava.martinez672@example.com,Sports,Cycling Helmet,1,293.84,20.0,235.07,2023-06-01,Berlin,Germany,Cash on Delivery,Delivered,5.0,211.563
ORD00121,James Suzuki,james.suzuki708@example.com,Clothing,Wool Sweater,10,460.66,0.0,4606.6,2023-05-22,Sao Paulo,Brazil,Cash on Delivery,Processing,5.0,4145.9400000000005
ORD00122,David Tanaka,david.tanaka178@example.com,Books,Children's Storybook,6,339.55,10.0,1833.57,2024-09-16,Lyon,France,Debit Card,Processing,3.0,1650.213
ORD00123,Kavya Williams,kavya.williams707@example.com,Beauty,Sunscreen,6,282.44,10.0,1525.18,2023-10-22,San Francisco,USA,PayPal,Returned,4.0,1372.662
ORD00124,Sofia Wang,sofia.wang824@example.com,Clothing,Running Shoes,2,176.45,10.0,317.61,2024-05-05,Munich,Germany,,Returned,5.0,285.84900000000005
ORD00125,Chen Brown,chen.brown631@example.com,Beauty,Perfume,1,336.57,5.0,319.74,2023-02-23,Houston,USA,UPI,Cancelled,3.0,287.766
ORD00126,Aarav Rossi,aarav.rossi162@example.com,Books,History Book,4,379.18,10.0,1365.05,2024-10-23,Mumbai,India,PayPal,Returned,1.0,1228.545
ORD00127,Isabella Gupta,isabella.gupta858@example.com,Clothing,Cotton T-Shirt,7,395.04,10.0,2488.75,2023-02-08,Bengaluru,India,Cash on Delivery,Returned,4.0,2239.875
ORD00128,Kavya Garcia,kavya.garcia557@example.com,Sports,Football,3,426.27,5.0,1214.87,2023-04-26,Melbourne,Australia,PayPal,Cancelled,3.0,1093.383
ORD00129,Aarav Zhang,aarav.zhang582@example.com,Beauty,Shampoo,7,414.36,0.0,2900.52,2024-02-15,Los Angeles,USA,Debit Card,Cancelled,3.0,2610.468
ORD00130,Aarav Brown,aarav.brown458@example.com,Home & Kitchen,Blender,10,10.66,5.0,101.27,2023-03-05,Houston,USA,UPI,Shipped,5.0,91.143
ORD00131,Isabella Williams,isabella.williams655@example.com,Home & Kitchen,Blender,4,478.89,25.0,1436.67,2024-09-12,Perth,Australia,PayPal,Returned,5.0,1293.0030000000002
ORD00132,Mei Smith,mei.smith697@example.com,Sports,Yoga Mat,9,353.36,0.0,3180.24,2023-03-05,Brasilia,Brazil,Debit Card,Returned,3.0,2862.216
ORD00133,James Silva,james.silva697@example.com,Clothing,Baseball Cap,2,449.95,0.0,899.9,2024-04-09,Leeds,UK,Net Banking,Returned,,809.91
ORD00134,Michael Williams,michael.williams406@example.com,Home & Kitchen,Non-stick Pan,10,41.15,0.0,411.5,2024-07-08,Mumbai,India,Net Banking,Delivered,3.0,370.35
ORD00135,Haruto Singh,haruto.singh747@example.com,Beauty,Sunscreen,7,227.03,20.0,1271.37,2024-01-20,San Francisco,USA,Debit Card,Processing,5.0,1144.233
ORD00136,John Silva,john.silva229@example.com,Electronics,Wireless Mouse,8,338.38,20.0,2165.63,2023-08-24,Frankfurt,Germany,UPI,Shipped,2.0,1949.0670000000002
ORD00137,Vivaan Suzuki,vivaan.suzuki959@example.com,Electronics,Laptop Stand,2,299.0,0.0,598.0,2023-09-08,Chennai,India,Net Banking,Shipped,1.0,538.2
ORD00138,Rohan Silva,rohan.silva240@example.com,Beauty,Perfume,10,387.41,5.0,3680.39,2023-11-06,Manchester,UK,Net Banking,Processing,5.0,3312.351
ORD00139,Liam Gupta,liam.gupta438@example.com,Sports,Football,6,471.09,15.0,2402.56,2024-03-02,Osaka,Japan,UPI,Cancelled,5.0,2162.304
ORD00140,Olivia Johnson,olivia.johnson308@example.com,Beauty,Shampoo,1,283.38,0.0,283.38,2024-02-02,Hamburg,Germany,Debit Card,Processing,5.0,255.042
ORD00141,Lucas Wang,lucas.wang742@example.com,Clothing,Cotton T-Shirt,10,303.45,5.0,2882.78,2024-08-24,Sao Paulo,Brazil,Net Banking,Shipped,4.0,2594.5020000000004
ORD00142,Kavya Sharma,kavya.sharma195@example.com,Beauty,Face Serum,8,457.65,5.0,3478.14,2024-02-11,Hamburg,Germany,,Processing,5.0,3130.326
ORD00143,Wei Wang,wei.wang369@example.com,Sports,Football,8,382.01,5.0,2903.28,2024-01-15,Perth,Australia,Credit Card,Returned,3.0,2612.952
ORD00144,Aarav Brown,aarav.brown599@example.com,Sports,Football,4,168.28,5.0,639.46,2024-05-26,Brasilia,Brazil,PayPal,Processing,5.0,575.514
ORD00145,Yuki Martinez,yuki.martinez751@example.com,Home & Kitchen,Coffee Maker,9,246.72,0.0,2220.48,2024-06-20,Mumbai,India,,Delivered,4.0,1998.432
ORD00146,Rohan Johnson,rohan.johnson155@example.com,Electronics,Laptop Stand,6,34.92,25.0,157.14,2024-11-06,Paris,France,Credit Card,Returned,1.0,141.426
ORD00147,Aarav Silva,aarav.silva549@example.com,Home & Kitchen,Non-stick Pan,7,404.05,0.0,2828.35,2023-04-09,Sao Paulo,Brazil,Debit Card,Shipped,4.0,2545.515
ORD00148,Sofia Wang,sofia.wang407@example.com,Electronics,Power Bank,8,284.68,5.0,2163.57,2023-11-04,New York,USA,Credit Card,Cancelled,5.0,1947.2130000000002
ORD00149,Olivia Patel,olivia.patel720@example.com,Clothing,Cotton T-Shirt,7,324.23,0.0,2269.61,2024-06-24,Delhi,India,Debit Card,Returned,1.0,2042.6490000000001
ORD00150,Isabella Kumar,isabella.kumar288@example.com,Sports,Cycling Helmet,3,464.74,5.0,1324.51,2024-08-24,Leeds,UK,Credit Card,Processing,3.0,1192.059
ORD00151,Liam Tanaka,liam.tanaka554@example.com,Home & Kitchen,Cutlery Set,3,396.3,0.0,1188.9,2024-05-27,Sydney,Australia,Credit Card,Cancelled,2.0,1070.0100000000002
ORD00152,James Dubois,james.dubois978@example.com,Sports,Football,6,19.66,25.0,88.47,2024-05-17,Hamburg,Germany,Cash on Delivery,Cancelled,5.0,79.623
ORD00153,Li Tanaka,li.tanaka634@example.com,Home & Kitchen,Coffee Maker,2,137.65,0.0,275.3,2024-02-03,Brisbane,Australia,Credit Card,Delivered,,247.77
ORD00154,Kavya Garcia,kavya.garcia277@example.com,Electronics,USB-C Cable,7,227.18,20.0,1272.21,2023-04-16,Mumbai,India,UPI,Returned,5.0,1144.989
ORD00155,Mei Zhang,mei.zhang13@example.com,Home & Kitchen,Cutlery Set,2,363.8,5.0,691.22,2024-08-08,Sao Paulo,Brazil,PayPal,Cancelled,4.0,622.0980000000001
ORD00156,Kavya Brown,kavya.brown65@example.com,Clothing,Wool Sweater,5,244.69,10.0,1101.11,2023-09-10,Lyon,France,Net Banking,Delivered,1.0,990.9989999999999
